row_id,gold,arg_pred,flat_pred,category,arg_dist,flat_dist,n_queries_arg,statement
3186,Barely-true,False,False,both_wrong_same,1,1,2,"Says an EPA permit ""languished"" under Strickland but his new EPA director got it done in two days."
3194,False,False,False,both_correct,0,0,4,Property tax exemptions can be granted to small businesses that move into Milwaukee County.
3196,False,False,False,both_correct,0,0,4,"The federal health care law is ""probably the biggest tax increase ever in the history of our country."""
3228,True,Mostly-true,False,both_wrong_different,1,4,2,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.
3231,Half-true,Mostly-true,False,both_wrong_different,1,2,3,"The United States is ""the only developed country in the world that has not cut its corporate tax rate."""
3232,True,True,False,arg_only_right,0,4,1,"""There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential."""
3257,True,False,False,both_wrong_same,4,4,3,"""We have 80,000 abortions in Texas every year."""
3284,Mostly-true,Half-true,False,both_wrong_different,1,3,6,"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort..."""
3330,Barely-true,False,Barely-true,flat_only_right,1,0,6,Says Tri-Rail shows the potential problems with investing in high-speed rail.
3331,Pants-fire,Pants-fire,False,arg_only_right,0,1,1,"""Unfortunately we have documented instances where people defecated in the (Statehouse) building."""
3362,False,Pants-fire,False,flat_only_right,1,0,2,"Says broken compact fluorescent light bulbs ""allegedly cause migraines and epilepsy attacks."""
3366,True,Mostly-true,False,both_wrong_different,1,4,3,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless."
3369,Half-true,Half-true,False,arg_only_right,0,2,4,Says city of Portland has a one-time $22 million surplus
3381,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""On my first day in office, I ordered a review of every regulation in the pipeline and every contract exceeding $1 million."""
3414,False,False,False,both_correct,0,0,3,"""We now work the longest hours of any people around the world."""
3434,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,4,"Says a ""rather extraordinary amount of non-classroom employees"" were added by Texas school districts over the last decade."
3436,False,False,False,both_correct,0,0,2,"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions."
3453,Half-true,Half-true,False,arg_only_right,0,2,4,"Studies have shown that in the absence of federal reproductive health funds, we are going to see the level of abortion in Georgia increase by about 44 percent."
3455,True,True,False,arg_only_right,0,4,1,The coalition of Arab states against Libya’s Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.
3460,Half-true,Half-true,False,arg_only_right,0,2,4,"Ohio Director of Job Creation ""Mark Kvamme just clawed back about $900,000 from companies that made promises and they didn't keep them."""
3489,Barely-true,False,False,both_wrong_same,1,1,1,"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up."
3518,Mostly-true,Half-true,False,both_wrong_different,1,3,4,"""Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion."""
3522,False,False,False,both_correct,0,0,3,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.
3541,Half-true,Half-true,False,arg_only_right,0,2,2,"""Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require."""
3546,Half-true,Mostly-true,False,both_wrong_different,1,2,3,"""We’ve introduced a bill that includes $12 billion in cuts over the next week."""
3575,True,True,False,arg_only_right,0,4,2,On federal stimulus money for expanding rail service.
3593,Mostly-true,True,False,both_wrong_different,1,3,2,"""Hackers broke into Virginia's prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions."""
3608,False,False,False,both_correct,0,0,4,"Says the fluoride Austin is putting in its drinking water is ""toxic waste."""
3637,Mostly-true,Half-true,False,both_wrong_different,1,3,2,"""Iraq has the second-largest oilfields in the world (behind) Saudi Arabia."""
3664,False,Pants-fire,False,flat_only_right,1,0,1,"""A $250 fine if you're caught with a plastic bag coming out of a store. Plastic bag police anyone?"""
3673,Barely-true,False,False,both_wrong_same,1,1,1,"Republicans offered Wisconsin bar patrons ""free shots (of alcohol) to sign recall petitions against"" Democrats."
3674,Pants-fire,Pants-fire,False,arg_only_right,0,1,5,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors."
3676,Mostly-true,False,False,both_wrong_same,3,3,4,"In a lawsuit between private citizens, a Florida judge ""announced the decision was going to be based on Islamic Law."""
3679,False,False,False,both_correct,0,0,3,"""State employees are actually going to get a pay raise."""
3697,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"The federal debt is more than $14 trillion, ""almost equal to the size of our entire economy,"" and ""every child born today inherits a $45,000 share of the national debt before they take their first breath."""
3700,False,False,False,both_correct,0,0,2,"""A [bank] surveillance camera capturing a criminal’s face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers."""
3706,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Says people in Africa ""literally walk two and three hundred miles"" in order to vote."
3709,False,False,Half-true,arg_only_right,0,2,4,"""I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition."""
3710,True,True,False,arg_only_right,0,4,2,"Georgia is ""one of only about seven states in the country"" that has a AAA bond rating."
3726,Mostly-true,Half-true,False,both_wrong_different,1,3,4,"""Two-thirds of Wisconsin corporations don't pay state income taxes."""
3731,True,True,Mostly-true,arg_only_right,0,1,3,"""The Border Patrol has 20,000 agents – more than twice as many as there were in 2004."""
3738,False,False,False,both_correct,0,0,4,"During his time as House speaker, ""unemployment came down from 5.6 percent to under 4 (percent)."""
3740,Half-true,Half-true,Half-true,both_correct,0,0,4,"Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a ""very low"" rate of higher education attainment but is now above the national average."
3741,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the program’s cost, while one-third are elderly, and they account for two-thirds of the cost."
3789,Barely-true,False,Barely-true,flat_only_right,1,0,1,"""The new light bulbs will cost roughly six times the cost of the light bulbs we now use."""
3803,Mostly-true,Mostly-true,False,arg_only_right,0,3,4,"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the state’s 77 counties burned for ""about three days,"" while Texas wildfires have been burning for longer without such a declaration."
3811,False,Pants-fire,False,flat_only_right,1,0,3,"One of every two Wisconsin residents are ""on some kind of government handout."""
3818,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression."""
3841,Half-true,Half-true,False,arg_only_right,0,2,4,"Medicare ""only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending."""
3904,Half-true,Half-true,False,arg_only_right,0,2,2,"""We've seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy."""
3931,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"Says George LeMieux ""even compared Marco Rubio to Barack Obama."""
3941,Half-true,Mostly-true,Half-true,flat_only_right,1,0,4,"""The Democrat-led Senate has failed to pass a budget for 750 days ... Senate Democrats have neglected one of their most basic responsibilities."""
3957,False,False,False,both_correct,0,0,1,"""President Obama and liberal former DNC Chairman Tim Kaine’s $787 billion stimulus failed to create jobs."""
3980,False,False,Half-true,arg_only_right,0,2,1,"Says Gov. Chris Christie’s ""poll ratings have been going up."""
3991,Half-true,Mostly-true,False,both_wrong_different,1,2,3,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program
4017,Mostly-true,False,False,both_wrong_same,3,3,2,"""On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagan’s staff quit."""
4095,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs."""
4101,Mostly-true,False,False,both_wrong_same,3,3,5,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station"""
4105,Pants-fire,False,False,both_wrong_same,1,1,3,"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it."
4116,False,Pants-fire,False,flat_only_right,1,0,3,"""POTUS’ economists: ‘Stimulus’ Has Cost $278,000 per job."""
4119,Mostly-true,Half-true,False,both_wrong_different,1,3,3,"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts."""
4131,True,True,False,arg_only_right,0,4,3,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws."""
4134,False,False,False,both_correct,0,0,2,"""Your tax dollars are not being used to sue you, the people."""
4141,Half-true,False,False,both_wrong_same,2,2,4,"Says that, unlike the U.S. Senate, ""even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011"""
4161,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts."""
4175,Half-true,Mostly-true,False,both_wrong_different,1,2,4,"""The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003."""
4194,Mostly-true,Barely-true,False,both_wrong_different,2,3,2,"Michele Bachmann's legislative record is ""offering failed amendments."""
4195,Barely-true,False,False,both_wrong_same,1,1,3,"In Europe, ""church attendance rates (are) in the single digits"" because churches are supported by taxes."
4204,False,False,False,both_correct,0,0,2,"Says opponent David Dewhurst is a ""career politician."""
4208,False,Pants-fire,False,flat_only_right,1,0,2,"""This is the first time in the history that we've had the raising of a debt limit also with spending cuts."""
4212,True,Mostly-true,False,both_wrong_different,1,4,2,"""Believe it or not, consumer spending is up over the last eight months."""
4233,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,3,"""I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth."""
4243,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,3,"The United States has ""the longest surviving constitution."""
4250,Pants-fire,False,False,both_wrong_same,1,1,3,"Says state Rep. Sandy Pasch, her recall opponent, ""voted to allow public school employees to use taxpayer dollars to pick up the tab for…Viagra."""
4259,True,False,False,both_wrong_same,4,4,2,"""One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don’t care."""
4272,True,True,False,arg_only_right,0,4,4,"""Twenty-five states have lower unemployment than Texas"" which is ""tied with Mississippi for more minimum-wage jobs than anywhere in the United States."""
4277,False,Pants-fire,False,flat_only_right,1,0,2,"The Republican National Convention ""is a Super Bowl times four."""
4309,False,False,False,both_correct,0,0,3,"Virginia has made ""no progress on jobs"" since Bob McDonnell took office."
4323,Mostly-true,False,False,both_wrong_same,3,3,2,"""When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home."""
4337,Half-true,Mostly-true,Half-true,flat_only_right,1,0,2,"""Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty."""
4383,False,False,False,both_correct,0,0,3,"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit."
4396,Mostly-true,Half-true,Barely-true,both_wrong_different,1,2,2,"Takes credit for ""substantially reducing the size of the state workforce."""
4400,Half-true,False,False,both_wrong_same,2,2,2,"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Hampshire residents."
4425,Barely-true,Pants-fire,True,both_wrong_different,2,3,4,"""Since the beginning of the year we've created a net increase of 45,000 jobs."""
4432,Mostly-true,True,False,both_wrong_different,1,3,3,"""Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state."""
4442,Half-true,False,False,both_wrong_same,2,2,2,"""170,000 of the jobs"" created in Texas under Gov. Rick Perry ""were government jobs."""
4444,Mostly-true,Pants-fire,False,both_wrong_different,4,3,4,"Mitt Romney ""drove to Canada with the family dog Seamus strapped to the roof of the car."""
4495,Pants-fire,False,False,both_wrong_same,1,1,2,"""President Obama has the lowest public approval ratings of any president in modern times."""
4498,True,False,False,both_wrong_same,4,4,1,"Says ""as a share of the US economy, the government’s support for research and development (R&D) has fallen by nearly two-thirds since the 1960s."""
4513,True,Mostly-true,False,both_wrong_different,1,4,4,"""The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations."""
4522,Barely-true,Pants-fire,False,both_wrong_different,2,1,3,"Says U.S. Sen Sherrod Brown ""promised that the first stimulus bill would fund the
	Brent Spence Bridge."""
4526,False,False,Half-true,arg_only_right,0,2,4,"Wisconsin's new state budget includes ""a 15 percent increase for road construction and yet we’ve got local towns tearing up"" paved roads and replacing them with gravel."
4537,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"""My home state since June of 2009 created 40 percent of the new jobs in America."""
4543,Barely-true,False,False,both_wrong_same,1,1,4,"Says the federal government hosted a conference and ""ordered 250 muffins at 16 bucks a piece."""
4568,Barely-true,Barely-true,False,arg_only_right,0,1,3,"Says Vince Polistina is ""collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension."""
4579,False,False,False,both_correct,0,0,3,Says Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.
4588,True,True,False,arg_only_right,0,4,4,"Says he ""came to the Republican Party sooner in age"" than Ronald Reagan."
4593,False,Pants-fire,False,flat_only_right,1,0,2,"""Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China."""
4609,False,Barely-true,False,flat_only_right,1,0,4,"Says the National Labor Relations Board told Boeing that it ""can't build a factory in a non-union state."""
4626,Mostly-true,Half-true,False,both_wrong_different,1,3,2,Slot machines in Miami-Dade and Broward counties have generated 20 percent of the promised $500 million per year for schools.
4628,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"""Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent."""
4653,True,Mostly-true,False,both_wrong_different,1,4,3,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing."""
4679,Half-true,Half-true,Half-true,both_correct,0,0,4,"""In Texas, we created over 1 million new jobs while the rest of the nation lost over 2 million."""
4689,False,Mostly-true,False,flat_only_right,3,0,4,"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010."
4698,False,Pants-fire,False,flat_only_right,1,0,2,"Says state Senate President Stephen ""Sweeney gave us the nation's highest income tax rates, driving out jobs."""
4708,True,Mostly-true,Half-true,both_wrong_different,1,2,4,"""The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values."""
4709,Barely-true,False,False,both_wrong_same,1,1,2,"""In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans."""
4710,Half-true,False,False,both_wrong_same,2,2,2,"Says ""Clackamas County has more urban renewal debt than all the other Oregon counties combined."""
4711,Mostly-true,Mostly-true,False,arg_only_right,0,3,4,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.
4714,False,Pants-fire,False,flat_only_right,1,0,2,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years."""
4715,Half-true,Half-true,False,arg_only_right,0,2,3,"Says Mitt Romney’s housing policy is, ""Don’t try and stop the foreclosure process. Let it run its course and hit the bottom."""
4719,Half-true,True,False,both_wrong_different,2,2,2,"Proposition 2 on November’s Texas ballot ""does not cost state taxpayers any money."""
4750,False,Pants-fire,False,flat_only_right,1,0,2,"The EPA ""wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion."""
4769,Half-true,Half-true,False,arg_only_right,0,2,3,"Under a Wisconsin bill, ""minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses."""
4770,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perry’s ""decision to give in-state tuition to illegal immigrants."""
4780,True,True,Mostly-true,arg_only_right,0,1,4,"""Ronald Reagan raised the national debt 18 times."""
4805,False,False,False,both_correct,0,0,3,Wisconsin law says all recall petition signers must sign in the presence of another person.
4820,Half-true,Half-true,Half-true,both_correct,0,0,6,1 percent of Americans are millionaires. 47 percent of House Reps. are millionaires. 56 percent of Senators are millionaires.
4822,Half-true,Half-true,False,arg_only_right,0,2,3,"A recall election for Wisconsin governor would cost ""$7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids."""
4825,Half-true,False,False,both_wrong_same,2,2,3,"""House Republicans are ramming through legislation ... to classify pizza as a 'vegetable' for the purpose of school lunches."""
4838,Half-true,Mostly-true,False,both_wrong_different,1,2,4,"U.S. Rep. Connie Mack ""voted to raise his own pay several times."""
4841,Mostly-true,True,False,both_wrong_different,1,3,3,"Says she ""brought together business, labor and hospitals to give 94,000 Oregon children health care."""
4856,Half-true,False,False,both_wrong_same,2,2,4,Says Mitt Romney flip-flopped on an assault weapons ban.
4866,Half-true,Pants-fire,False,both_wrong_different,3,2,3,"In Pennsylvania, President Barack Obama’s policies have increased unemployment 19 percent, led to the loss of 37,900 manufacturing jobs, and left 189,000 more people in poverty."
4883,True,False,Barely-true,both_wrong_different,4,3,5,Says Barack Obama promised to halve the deficit in his first term.
4888,True,True,Half-true,arg_only_right,0,2,2,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated.
4899,False,Pants-fire,False,flat_only_right,1,0,2,"""I never favored cap and trade."""
4901,Barely-true,Pants-fire,False,both_wrong_different,2,1,6,"Says Mitt Romney belittled middle-class tax cuts ""as nothing more than 'little Band-Aids.' """
4929,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"In 1993, Newt Gingrich ""first advocated for the individual mandate in health care. And as recently as May of this year, he was still advocating"" for it."
4993,Barely-true,Pants-fire,False,both_wrong_different,2,1,4,"""Wisconsin election officials to accept Mickey Mouse, Hitler signatures"" on recall petitions."
4994,Half-true,Pants-fire,False,both_wrong_different,3,2,2,"""I never lobbied under any circumstance"" for Freddie Mac."
4995,True,False,False,both_wrong_same,4,4,1,"""I've done more impeachments than anybody else in the history of the country."""
5017,Barely-true,False,Barely-true,flat_only_right,1,0,3,"""The Social Security trust fund … is already facing imminent bankruptcy."""
5061,Pants-fire,False,False,both_wrong_same,1,1,1,"Says ""kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years."""
5087,False,Pants-fire,False,flat_only_right,1,0,2,"Eliminating ""Obamacare"" ... ""saves $95 billion a year."""
5091,False,False,False,both_correct,0,0,1,"Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can."""
5124,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Says Newt Gingrich ""co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting China’s brutal one-child policy."""
5131,Mostly-true,Mostly-true,False,arg_only_right,0,3,1,"The education tax burden for Shelby County -- and Tennessee -- is ""one of the lowest in the country."""
5170,True,False,False,both_wrong_same,4,4,2,"""Under this tax cut, middle-class families don't save enough for a week's worth of groceries, while millionaires save enough to go on an exotic vacation."""
5171,False,Pants-fire,False,flat_only_right,1,0,3,Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.
5209,Half-true,False,Barely-true,both_wrong_different,2,1,3,Suzanne Bonamici supports a plan that will cut choice for Medicare Advantage seniors.
5230,True,False,False,both_wrong_same,4,4,1,"""Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years."""
5244,Half-true,Mostly-true,False,both_wrong_different,1,2,3,"Says Mitt Romney ""was one of the first national Republican leaders to endorse"" Marco Rubio."
5249,False,False,False,both_correct,0,0,2,"Gov. McDonnell's proposed budget ""is cutting"" public education."
5251,Mostly-true,False,Half-true,both_wrong_different,3,1,2,Republican-leaning states get more in federal dollars than they pay in taxes.
5278,Half-true,Pants-fire,False,both_wrong_different,3,2,4,"""Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold."""
5314,True,True,Half-true,arg_only_right,0,2,3,"""Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election."""
5363,False,False,False,both_correct,0,0,2,"""Obamacare ... will kill jobs across America."""
5371,False,Pants-fire,False,flat_only_right,1,0,5,Says Mitt Romney supports cap and trade.
5450,Half-true,Half-true,False,arg_only_right,0,2,3,"Says Rick Santorum ""opposes right-to-work"""
5461,True,Mostly-true,False,both_wrong_different,1,4,3,Sixteen million jobs were created under Ronald Reagan's presidency.
5462,False,False,False,both_correct,0,0,3,"Says Ohio Rep. Marcy Kaptur ""actually lives"" in ""a fancy condo in the Washington, D.C.  suburbs."""
5470,True,True,Half-true,arg_only_right,0,2,2,"Pasco County schools have graduation rates ""substantially higher than the state average"" and dropout rates ""below the state average."""
5472,False,Half-true,False,flat_only_right,2,0,5,"Mitt Romney ""left Massachusetts $1 billion in debt."""
5505,True,Mostly-true,False,both_wrong_different,1,4,1,"Says Barack Obama ""promised he would cut the deficit in half"" but didn’t."
5510,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""They're paying a less rate of tax -- these richest people in America -- than they have in the last 80 years."""
5512,False,False,False,both_correct,0,0,2,Giant companies like Toyota will not locate in a state that has not passed a right-to-work law
5528,True,False,False,both_wrong_same,4,4,3,Says there are four super PACs on the Republican side of the Texas U.S. Senate race.
5530,Barely-true,Mostly-true,False,both_wrong_different,2,1,3,"The ""Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days."""
5536,Half-true,Half-true,Barely-true,arg_only_right,0,1,2,"Says ""my plan is a property tax cut."""
5551,Half-true,Half-true,False,arg_only_right,0,2,3,"""While 9,000 state employees were added to the state’s payroll, Oregon’s revenue forecasts dropped by more than $4 billion."""
5597,True,False,False,both_wrong_same,4,4,2,"""New Jersey loses net, that is minus those who come into the state, 30,000 students a year."""
5603,True,False,False,both_wrong_same,4,4,3,"Says a study shows that children who live with a biological parent and the parent's boyfriend or girlfriend ""have a 20 times greater chance of being sexually abused."""
5640,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"Says a Barack Obama ""black imposter"" joke got a standing ovation at San Angelo rodeo."
5653,Pants-fire,Barely-true,False,both_wrong_different,2,1,5,"A bill that could restrict free speech when the president is nearby was signed by President Barack Obama ""in secret."""
5671,False,Pants-fire,False,flat_only_right,1,0,2,"""I think it’s seven or eight of the California system of universities don’t even teach an American history course. It’s not even available to be taught."""
5693,False,False,False,both_correct,0,0,2,"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans."
5698,Half-true,Half-true,False,arg_only_right,0,2,6,"Under the House Republican budget, ""if these cuts were to be spread out evenly … the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each."""
5723,Pants-fire,False,False,both_wrong_same,1,1,3,"About 78 to 81 House Democrats ""are members of the Communist Party. ... It’s called the Congressional Progressive Caucus."""
5732,Barely-true,Half-true,False,both_wrong_different,1,1,4,"""What president has the worst record on female labor force participation? Barack Obama."""
5746,True,True,False,arg_only_right,0,4,3,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.
5749,Half-true,Barely-true,False,both_wrong_different,1,2,3,Says his Texas election fraud investigations have resulted in 50 convictions.
5756,Half-true,Mostly-true,False,both_wrong_different,1,2,4,"""We've brought trade cases against China at nearly twice the rate as the last administration."""
5758,Barely-true,False,False,both_wrong_same,1,1,2,"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett ""demanded concessions that went beyond those mandated"" by Gov. Scott Walker’s collective bargaining law"
5779,Half-true,Half-true,Half-true,both_correct,0,0,3,"Georgia’s HOPE scholarship is ""still the richest scholarship program in America."""
5785,Pants-fire,False,False,both_wrong_same,1,1,3,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.
5788,True,False,False,both_wrong_same,4,4,2,"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025."""
5810,Mostly-true,False,False,both_wrong_same,3,3,3,"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time."""
5815,Barely-true,False,False,both_wrong_same,1,1,2,"Says ""Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no."""
5824,False,Pants-fire,False,flat_only_right,1,0,3,"""We didn’t go out asking people"" to join the ""stand your ground"" task force."
5840,False,Pants-fire,False,flat_only_right,1,0,4,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland."""
5898,Barely-true,Pants-fire,False,both_wrong_different,2,1,1,"""Sources show (Connie) Mack as a resident of California, living with his wife in Palm Springs."""
5910,Half-true,Mostly-true,False,both_wrong_different,1,2,2,"Says ""I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf."""
5911,Half-true,False,False,both_wrong_same,2,2,2,"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system."
5938,False,Pants-fire,False,flat_only_right,1,0,3,"""Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention."""
5971,False,False,False,both_correct,0,0,2,"Says under President Barack Obama there’s been ""the lowest discretionary spending we’ve had in decades in the United States."""
5985,False,Pants-fire,False,flat_only_right,1,0,5,"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections."
5993,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"Says Larry Taylor gave ""in-state tuition to illegal immigrants."""
6006,False,False,False,both_correct,0,0,4,"""There’s 400 more people working in health care today in New Hampshire than when we passed the budget."""
6010,Half-true,False,False,both_wrong_same,2,2,3,"""More than 250 (voter registration) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now."""
6011,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,4,"""Women have come through the recession worse off than men … the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now."""
6033,True,Mostly-true,False,both_wrong_different,1,4,4,"""In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not."""
6035,Half-true,Mostly-true,Half-true,flat_only_right,1,0,2,"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, ""we were in the middle of the pack."""
6041,Half-true,False,Half-true,flat_only_right,2,0,1,"""District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010."""
6046,False,False,False,both_correct,0,0,3,"""There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public."""
6083,Barely-true,False,False,both_wrong_same,1,1,2,"Citizens Property Insurance has ""over $500 billion worth of risk, with less than $10 billion worth of surplus."""
6097,Mostly-true,False,False,both_wrong_same,3,3,4,U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.
6110,Half-true,False,False,both_wrong_same,2,2,3,"Barack Obama has ""provided guns to Mexican drug cartels."""
6112,Mostly-true,Half-true,Half-true,both_wrong_same,1,1,3,"Says, ""Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average."""
6119,Barely-true,False,False,both_wrong_same,1,1,3,"Says President Obama's new immigration plan ""is amnesty."""
6121,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"""(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....They’re down on the ground. They’re sweating. They’re twitching. It’s ugly, ‘cause I keep saying no."""
6123,False,Pants-fire,False,flat_only_right,1,0,3,"Since President Barack Obama took office, ""you have 1,700 employees just at the Department of Transportation"" earning over $170,000."
6197,Barely-true,False,False,both_wrong_same,1,1,3,"President Barack Obama’s health care reform ""slashed $500 billion from Medicare."""
